4913
         35517645 function calls (35268577 primitive calls) in 31.088 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3025(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3056(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3119(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3143(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3139(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3154(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3809(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3847(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3913(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3985(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4181(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4237(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4258(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4323(Suppress)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:59(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 necompiler.py:216(Register)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:564(Skip)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:671(test_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:858(test_irregular_stride)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:876(test_zerodim)
        1    0.000    0.000    0.000    0.000 frequencies.py:1038(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 offsets.py:131(CacheableOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1073(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1645(WeekDay)
        1    0.000    0.000    0.000    0.000 offsets.py:1933(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2077(BYearEnd)
        1    0.000    0.000    0.000    0.000 indexing.py:1805(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1837(_iAtIndexer)
        2    0.000    0.000    0.000    0.000 internals.py:181(fill_value)
        1    0.000    0.000    0.000    0.000 format.py:1764(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1966(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2026(CategoricalArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2158(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 _apipkg.py:38(<listcomp>)
        1    0.000    0.000    0.000    0.000 _error.py:7(Error)
        1    0.000    0.000    0.000    0.000 common.py:389(Visitor)
        1    0.000    0.000    0.000    0.000 common.py:424(FNMatcher)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        3    0.000    0.000    0.000    0.000 series.py:90(_coerce_method)
        1    0.000    0.000    0.000    0.000 accessors.py:148(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:241(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:225(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:619(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 __init__.py:908(is_url)
        1    0.000    0.000    0.000    0.000 __init__.py:92(todatetime)
        1    0.000    0.000    0.000    0.000 __init__.py:107(todate)
        1    0.000    0.000    0.000    0.000 __init__.py:122(tofloat)
        1    0.000    0.000    0.000    0.000 __init__.py:135(toint)
        1    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:858(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 __init__.py:896(__Full)
        1    0.000    0.000    0.000    0.000 __init__.py:1135(maxdict)
        2    0.000    0.000    0.000    0.000 rcsetup.py:205(validate_dpi)
        2    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 rcsetup.py:315(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:419(validate_aspect)
        1    0.000    0.000    0.000    0.000 rcsetup.py:642(ValidateInterval)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1456(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2350(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2376(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2523(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3108(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3138(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3162(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3173(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3191(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3828(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3901(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4004(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4256(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4277(Dict)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4361(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4342(Suppress)
        1    0.000    0.000    0.000    0.000 colors.py:1330(NoNorm)
        2    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 units.py:53(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:116(Registry)
        1    0.000    0.000    0.000    0.000 dates.py:276(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:648(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 rrule.py:64(weekday)
        1    0.000    0.000    0.000    0.000 ticker.py:317(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:383(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:422(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1051(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1067(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1137(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1157(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1592(NullLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2828(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 _core.py:2415(BasePlotMethods)
        1    0.000    0.000    0.000    0.000 ops.py:32(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:445(Div)
        1    0.000    0.000    0.000    0.000 panel.py:1584(LongPanel)
        4    0.000    0.000    0.000    0.000 resample.py:141(_make_deprecated_unary)
        1    0.000    0.000    0.000    0.000 merge.py:1001(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 parsers.py:3306(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 pytables.py:2369(<listcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:2711(LegacyFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2720(LegacySeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2763(SparseFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2917(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3867(LegacyPanelTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4632(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:20(Scope)
        1    0.000    0.000    0.000    0.000 pytables.py:289(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:344(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:479(Expr)
        1    0.000    0.000    0.000    0.000 pytables.py:566(TermValue)
        1    0.000    0.000    0.000    0.000 json.py:60(Writer)
        1    0.000    0.000    0.000    0.000 json.py:94(SeriesWriter)
        1    0.000    0.000    0.000    0.000 json.py:103(FrameWriter)
        1    0.000    0.000    0.000    0.000 sql.py:926(PandasSQL)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:111(Unpickler)
        1    0.000    0.000    0.000    0.000 packers.py:746(Iterator)
        1    0.000    0.000    0.000    0.000 __init__.py:9(ExtType)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(BufferFull)
        1    0.000    0.000    0.000    0.000 config.py:26(ConftestImportFailure)
        1    0.000    0.000    0.000    0.000 config.py:67(cmdline)
        1    0.000    0.000    0.000    0.000 config.py:780(MyOptionParser)
        1    0.000    0.000    0.000    0.000 config.py:805(DropShorterLongHelpFormatter)
        1    0.000    0.000    0.000    0.000 code.py:692(TerminalRepr)
        1    0.000    0.000    0.000    0.000 code.py:711(ExceptionRepr)
        1    0.000    0.000    0.000    0.000 code.py:724(ExceptionChainRepr)
        1    0.000    0.000    0.000    0.000 code.py:742(ReprExceptionInfo)
        1    0.000    0.000    0.000    0.000 code.py:753(ReprTraceback)
        1    0.000    0.000    0.000    0.000 code.py:794(ReprEntry)
        1    0.000    0.000    0.000    0.000 code.py:858(ReprFuncArgs)
        1    0.000    0.000    0.000    0.000 pluggy.py:78(HookspecMarker)
        1    0.000    0.000    0.000    0.000 pluggy.py:116(HookimplMarker)
        1    0.000    0.000    0.000    0.000 pluggy.py:171(__init__)
        1    0.000    0.000    0.000    0.000 pluggy.py:217(_TagTracerSub)
        1    0.000    0.000    0.000    0.000 pluggy.py:289(_TracedHookExecution)
        1    0.000    0.000    0.000    0.000 __init__.py:52(DummyRewriteHook)
        1    0.000    0.000    0.000    0.000 __init__.py:59(AssertionState)
        1    0.000    0.000    0.000    0.000 fixtures.py:664(FixtureLookupErrorRepr)
        1    0.000    0.000    0.000    0.000 code.py:594(TerminalRepr)
        1    0.000    0.000    0.000    0.000 code.py:613(ReprExceptionInfo)
        1    0.000    0.000    0.000    0.000 code.py:667(ReprEntry)
        1    0.000    0.000    0.000    0.000 code.py:727(ReprFuncArgs)
        1    0.000    0.000    0.000    0.000 outcomes.py:32(Skipped)
        1    0.000    0.000    0.000    0.000 outcomes.py:42(Failed)
        1    0.000    0.000    0.000    0.000 pdb.py:123(_rstr)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 recwarn.py:176(WarningsChecker)
        1    0.000    0.000    0.000    0.000 mark.py:166(MarkMapping)
        1    0.000    0.000    0.000    0.000 mark.py:181(KeywordMapping)
        1    0.000    0.000    0.000    0.000 mark.py:402(Mark)
        1    0.000    0.000    0.000    0.000 main.py:212(FSHookProxy)
        1    0.000    0.000    0.000    0.000 main.py:511(FSCollector)
        1    0.000    0.000    0.000    0.000 main.py:588(Interrupted)
        1    0.000    0.000    0.000    0.000 runner.py:185(CallInfo)
        1    0.000    0.000    0.000    0.000 runner.py:363(TeardownErrorReport)
        1    0.000    0.000    0.000    0.000 runner.py:418(CollectErrorRepr)
        1    0.000    0.000    0.000    0.000 python.py:203(obj)
        1    0.000    0.000    0.000    0.000 python.py:480(Class)
        1    0.000    0.000    0.000    0.000 python.py:510(Instance)
        1    0.000    0.000    0.000    0.000 python_api.py:105(ApproxMapping)
        1    0.000    0.000    0.000    0.000 python_api.py:588(RaisesContext)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:92(Notset)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:22(NamespaceMetaclass)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:66(HtmlTag)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:91(Style)
        1    0.000    0.000    0.000    0.000 doctest.py:69(ReprFailDoctest)
        1    0.000    0.000    0.000    0.000 doctest.py:203(DoctestModule)
        1    0.000    0.000    0.000    0.000 testing.py:2120(TestSubDict)
        1    0.000    0.000    0.000    0.000 testing.py:2406(SimpleMock)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:56(_NoValue)
        1    0.000    0.000    0.000    0.000 _import_tools.py:340(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _internal.py:671(TooHardError)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:389(HRESULT)
        1    0.000    0.000    0.000    0.000 numerictypes.py:1016(<listcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:2992(_unspecified)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 arrayprint.py:368(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:731(LongFloatFormat)
